Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,In_2020,Start_Month,End_Month
PIIND,Yes,2018-12-03,2019-06-03,40.23%,No,12,6
PIIND,Yes,2018-12-31,2019-07-01,38.45%,No,12,7
PIIND,Yes,2019-01-01,2019-07-01,38.17%,No,1,7
PIIND,Yes,2019-02-01,2019-07-31,29.74%,No,2,7
PIIND,Yes,2019-05-02,2019-10-29,35.25%,No,5,10
PIIND,Yes,2019-06-03,2019-12-02,32.47%,No,6,12
PIIND,Yes,2021-01-01,2021-06-30,28.70%,No,1,6
PIIND,Yes,2022-01-31,2022-08-01,26.86%,No,1,8
PIIND,Yes,2022-07-01,2022-12-28,33.91%,No,7,12
PNB,Yes,2016-01-12,2016-07-11,27.75%,No,1,7
PNB,Yes,2016-02-01,2016-08-01,35.76%,No,2,8
PNB,Yes,2016-03-01,2016-08-29,67.21%,No,3,8
PNB,Yes,2016-03-08,2016-09-06,62.82%,No,3,9
PNB,Yes,2016-04-01,2016-09-28,67.14%,No,4,9
PNB,Yes,2016-04-04,2016-10-03,65.05%,No,4,10
PNB,Yes,2016-05-02,2016-11-01,71.00%,No,5,11
PNB,Yes,2016-06-01,2016-11-28,78.75%,No,6,11
PNB,Yes,2016-06-06,2016-12-05,76.17%,No,6,12
PNB,Yes,2016-08-11,2017-02-07,30.45%,No,8,2
PNB,Yes,2016-11-03,2017-05-02,28.20%,No,11,5
PNB,Yes,2018-09-21,2019-03-20,28.41%,No,9,3
PNB,Yes,2018-10-01,2019-04-01,54.27%,No,10,4
PNB,Yes,2022-05-04,2022-10-31,26.89%,No,5,10
PNB,Yes,2022-07-01,2022-12-28,86.42%,No,7,12
PNB,Yes,2022-07-04,2023-01-02,90.50%,No,7,1
PNB,Yes,2022-08-01,2023-01-30,51.80%,No,8,1
PNB,Yes,2022-09-01,2023-02-28,35.06%,No,9,2
PNB,Yes,2023-11-01,2024-04-29,88.27%,No,11,4
PNB,Yes,2023-12-01,2024-05-29,58.67%,No,12,5
PNB,Yes,2023-12-04,2024-06-03,63.58%,No,12,6
POLICYBZR,Yes,2022-09-29,2023-03-28,27.20%,No,9,3
POLICYBZR,Yes,2022-10-03,2023-04-03,32.81%,No,10,4
POLICYBZR,Yes,2022-10-31,2023-05-02,54.37%,No,10,5
POLICYBZR,Yes,2022-11-01,2023-05-02,52.13%,No,11,5
POLICYBZR,Yes,2022-12-01,2023-05-30,30.05%,No,12,5
POLICYBZR,Yes,2022-12-05,2023-06-05,25.65%,No,12,6
POLICYBZR,Yes,2023-01-02,2023-07-03,52.33%,No,1,7
POLICYBZR,Yes,2023-02-01,2023-07-31,81.77%,No,2,7
POLICYBZR,Yes,2023-02-02,2023-08-01,81.49%,No,2,8
POLICYBZR,Yes,2023-03-01,2023-08-28,31.18%,No,3,8
POLICYBZR,Yes,2023-03-06,2023-09-04,27.47%,No,3,9
POLICYBZR,Yes,2023-04-05,2023-10-03,26.50%,No,4,10
POLICYBZR,Yes,2023-05-15,2023-11-13,25.12%,No,5,11
POLICYBZR,Yes,2023-06-01,2023-11-28,36.85%,No,6,11
POLICYBZR,Yes,2023-06-05,2023-12-04,40.07%,No,6,12
POLICYBZR,Yes,2023-07-28,2024-01-24,28.89%,No,7,1
POLICYBZR,Yes,2023-08-03,2024-01-30,26.02%,No,8,1
POLICYBZR,Yes,2023-08-08,2024-02-05,26.91%,No,8,2
POLICYBZR,Yes,2023-09-01,2024-02-28,50.89%,No,9,2
POLICYBZR,Yes,2023-11-01,2024-04-29,76.31%,No,11,4
POLICYBZR,Yes,2024-04-01,2024-09-30,38.20%,No,4,9
POLICYBZR,Yes,2024-05-02,2024-10-29,31.95%,No,5,10
POLICYBZR,Yes,2024-07-01,2024-12-30,38.93%,No,7,12
POLYCAB,Yes,2019-04-30,2019-10-27,30.02%,No,4,10
POLYCAB,Yes,2019-05-02,2019-10-29,29.34%,No,5,10
POLYCAB,Yes,2019-05-06,2019-11-04,33.14%,No,5,11
POLYCAB,Yes,2019-06-03,2019-12-02,52.82%,No,6,12
POLYCAB,Yes,2019-07-01,2019-12-30,53.84%,No,7,12
POLYCAB,Yes,2021-01-01,2021-06-30,90.74%,No,1,6
POLYCAB,Yes,2021-01-04,2021-07-05,86.86%,No,1,7
POLYCAB,Yes,2021-02-01,2021-08-02,50.00%,No,2,8
POLYCAB,Yes,2021-03-01,2021-08-30,51.39%,No,3,8
POLYCAB,Yes,2021-03-05,2021-09-01,58.31%,No,3,9
POLYCAB,Yes,2021-04-01,2021-09-28,69.11%,No,4,9
POLYCAB,Yes,2021-06-01,2021-11-29,32.64%,No,6,11
POLYCAB,Yes,2021-07-06,2022-01-03,25.88%,No,7,1
POLYCAB,Yes,2021-08-02,2022-01-31,35.27%,No,8,1
POLYCAB,Yes,2021-08-05,2022-02-01,39.59%,No,8,2
POLYCAB,Yes,2022-09-02,2023-03-01,25.97%,No,9,3
POLYCAB,Yes,2022-11-14,2023-05-15,25.44%,No,11,5
POLYCAB,Yes,2022-12-01,2023-05-30,33.60%,No,12,5
POLYCAB,Yes,2022-12-05,2023-06-05,34.50%,No,12,6
POLYCAB,Yes,2023-02-01,2023-07-31,61.72%,No,2,7
POWERGRID,Yes,2016-01-21,2016-07-19,26.56%,No,1,7
POWERGRID,Yes,2016-02-08,2016-08-08,25.31%,No,2,8
POWERGRID,Yes,2016-03-01,2016-08-29,34.77%,No,3,8
POWERGRID,Yes,2016-03-08,2016-09-06,35.51%,No,3,9
POWERGRID,Yes,2016-04-01,2016-09-28,30.09%,No,4,9
POWERGRID,Yes,2016-04-04,2016-10-03,31.81%,No,4,10
POWERGRID,Yes,2016-05-13,2016-11-09,25.52%,No,5,11
POWERGRID,Yes,2016-06-01,2016-11-28,28.99%,No,6,11
POWERGRID,Yes,2016-06-06,2016-12-05,25.04%,No,6,12
POWERGRID,Yes,2021-07-01,2021-12-28,25.11%,No,7,12
POWERGRID,Yes,2021-07-05,2022-01-03,25.02%,No,7,1
POWERGRID,Yes,2021-08-02,2022-01-31,32.68%,No,8,1
POWERGRID,Yes,2021-08-05,2022-02-01,28.03%,No,8,2
POWERGRID,Yes,2021-09-01,2022-02-28,28.91%,No,9,2
POWERGRID,Yes,2021-09-02,2022-03-02,29.91%,No,9,3
POWERGRID,Yes,2021-10-04,2022-04-04,26.23%,No,10,4
POWERGRID,Yes,2021-11-01,2022-05-02,31.20%,No,11,5
POWERGRID,Yes,2022-12-23,2023-06-21,25.11%,No,12,6
POWERGRID,Yes,2023-02-01,2023-07-31,25.76%,No,2,7
POWERGRID,Yes,2023-11-01,2024-04-29,51.48%,No,11,4
POWERGRID,Yes,2023-12-01,2024-05-29,53.67%,No,12,5
POWERINDIA,Yes,2021-01-01,2021-06-30,44.97%,No,1,6
POWERINDIA,Yes,2021-01-04,2021-07-05,45.03%,No,1,7
POWERINDIA,Yes,2021-02-01,2021-08-02,58.26%,No,2,8
POWERINDIA,Yes,2021-03-01,2021-08-30,53.65%,No,3,8
POWERINDIA,Yes,2021-03-05,2021-09-01,71.21%,No,3,9
POWERINDIA,Yes,2021-04-01,2021-09-28,66.59%,No,4,9
POWERINDIA,Yes,2021-04-05,2021-10-04,80.30%,No,4,10
POWERINDIA,Yes,2021-05-06,2021-11-02,28.50%,No,5,11
POWERINDIA,Yes,2021-06-01,2021-11-29,25.42%,No,6,11
POWERINDIA,Yes,2021-06-04,2021-12-01,43.04%,No,6,12
POWERINDIA,Yes,2021-07-01,2021-12-28,31.57%,No,7,12
POWERINDIA,Yes,2021-07-05,2022-01-03,30.95%,No,7,1
POWERINDIA,Yes,2021-08-02,2022-01-31,61.21%,No,8,1
POWERINDIA,Yes,2021-08-05,2022-02-01,65.41%,No,8,2
POWERINDIA,Yes,2021-09-01,2022-02-28,37.04%,No,9,2
POWERINDIA,Yes,2021-09-02,2022-03-02,43.56%,No,9,3
POWERINDIA,Yes,2021-10-01,2022-03-30,41.71%,No,10,3
POWERINDIA,Yes,2021-10-04,2022-04-04,40.14%,No,10,4
POWERINDIA,Yes,2021-11-01,2022-05-02,42.33%,No,11,5
POWERINDIA,Yes,2021-12-02,2022-05-31,28.34%,No,12,5
POWERINDIA,Yes,2021-12-03,2022-06-01,31.86%,No,12,6
POWERINDIA,Yes,2023-02-01,2023-07-31,25.29%,No,2,7
POWERINDIA,Yes,2023-11-01,2024-04-29,108.61%,No,11,4
POWERINDIA,Yes,2024-05-02,2024-10-29,45.74%,No,5,10
PRESTIGE,Yes,2016-02-10,2016-08-08,26.63%,No,2,8
PRESTIGE,Yes,2016-03-08,2016-09-06,32.95%,No,3,9
PRESTIGE,Yes,2016-10-20,2017-04-18,29.66%,No,10,4
PRESTIGE,Yes,2016-11-01,2017-05-02,25.08%,No,11,5
PRESTIGE,Yes,2016-12-01,2017-05-30,48.16%,No,12,5
PRESTIGE,Yes,2016-12-05,2017-06-05,73.70%,No,12,6
PRESTIGE,Yes,2017-01-02,2017-07-03,51.66%,No,1,7
PRESTIGE,Yes,2017-02-01,2017-07-31,54.20%,No,2,7
PRESTIGE,Yes,2017-03-01,2017-08-28,53.14%,No,3,8
PRESTIGE,Yes,2017-04-03,2017-10-03,26.68%,No,4,10
PRESTIGE,Yes,2017-05-18,2017-11-14,27.65%,No,5,11
PRESTIGE,Yes,2017-06-01,2017-11-28,26.08%,No,6,11
PRESTIGE,Yes,2017-06-05,2017-12-04,25.77%,No,6,12
PRESTIGE,Yes,2017-07-04,2018-01-01,27.93%,No,7,1
PRESTIGE,Yes,2017-08-23,2018-02-19,25.17%,No,8,2
PRESTIGE,Yes,2017-09-04,2018-03-05,25.68%,No,9,3
PRESTIGE,Yes,2018-11-01,2019-04-30,36.17%,No,11,4
PRESTIGE,Yes,2019-07-01,2019-12-30,27.40%,No,7,12
PRESTIGE,Yes,2021-04-01,2021-09-28,54.18%,No,4,9
PRESTIGE,Yes,2021-08-02,2022-01-31,34.47%,No,8,1
PRESTIGE,Yes,2023-05-02,2023-10-30,55.52%,No,5,10
PRESTIGE,Yes,2023-09-01,2024-02-28,84.31%,No,9,2
RECLTD,Yes,2016-02-02,2016-08-01,27.59%,No,2,8
RECLTD,Yes,2016-03-01,2016-08-29,45.70%,No,3,8
RECLTD,Yes,2016-03-08,2016-09-06,48.17%,No,3,9
RECLTD,Yes,2016-04-01,2016-09-28,51.01%,No,4,9
RECLTD,Yes,2016-04-04,2016-10-03,53.82%,No,4,10
RECLTD,Yes,2016-05-02,2016-11-01,51.25%,No,5,11
RECLTD,Yes,2016-06-01,2016-11-28,68.36%,No,6,11
RECLTD,Yes,2016-06-06,2016-12-05,69.42%,No,6,12
RECLTD,Yes,2016-07-01,2016-12-28,37.02%,No,7,12
RECLTD,Yes,2016-07-04,2017-01-02,39.77%,No,7,1
RECLTD,Yes,2016-08-01,2017-01-30,36.37%,No,8,1
RECLTD,Yes,2016-08-05,2017-02-01,39.22%,No,8,2
RECLTD,Yes,2016-09-01,2017-02-28,33.90%,No,9,2
RECLTD,Yes,2016-09-02,2017-03-01,33.62%,No,9,3
RECLTD,Yes,2016-10-03,2017-04-03,51.83%,No,10,4
RECLTD,Yes,2016-11-01,2017-05-02,68.63%,No,11,5
RECLTD,Yes,2016-12-01,2017-05-30,58.60%,No,12,5
RECLTD,Yes,2016-12-05,2017-06-05,47.76%,No,12,6
RECLTD,Yes,2017-01-02,2017-07-03,44.86%,No,1,7
RECLTD,Yes,2018-11-01,2019-04-30,35.76%,No,11,4
RECLTD,Yes,2018-12-31,2019-07-01,43.86%,No,12,7
RECLTD,Yes,2022-10-31,2023-05-02,43.64%,No,10,5
RECLTD,Yes,2023-02-01,2023-07-31,82.37%,No,2,7
RECLTD,Yes,2023-05-02,2023-10-30,112.39%,No,5,10
RELIANCE,Yes,2016-09-06,2017-03-06,27.99%,No,9,3
RELIANCE,Yes,2016-10-03,2017-04-03,26.03%,No,10,4
RELIANCE,Yes,2016-11-01,2017-05-02,30.40%,No,11,5
RELIANCE,Yes,2016-12-01,2017-05-30,36.24%,No,12,5
RELIANCE,Yes,2016-12-05,2017-06-05,33.76%,No,12,6
RELIANCE,Yes,2017-01-02,2017-07-03,27.27%,No,1,7
RELIANCE,Yes,2017-02-01,2017-07-31,55.10%,No,2,7
RELIANCE,Yes,2017-02-02,2017-08-01,54.90%,No,2,8
RELIANCE,Yes,2017-03-01,2017-08-28,27.91%,No,3,8
RELIANCE,Yes,2017-03-08,2017-09-04,25.94%,No,3,9
RELIANCE,Yes,2017-04-17,2017-10-16,26.99%,No,4,10
RELIANCE,Yes,2017-05-02,2017-10-30,38.63%,No,5,10
RELIANCE,Yes,2017-05-05,2017-11-01,44.57%,No,5,11
RELIANCE,Yes,2017-06-01,2017-11-28,43.17%,No,6,11
RELIANCE,Yes,2017-06-05,2017-12-04,36.72%,No,6,12
RELIANCE,Yes,2017-07-03,2018-01-01,32.79%,No,7,1
RELIANCE,Yes,2018-11-01,2019-04-30,31.86%,No,11,4
RELIANCE,Yes,2021-04-01,2021-09-28,26.47%,No,4,9
RVNL,Yes,2021-01-01,2021-06-30,46.51%,No,1,6
RVNL,Yes,2021-01-04,2021-07-05,39.33%,No,1,7
RVNL,Yes,2021-04-19,2021-10-18,27.29%,No,4,10
RVNL,Yes,2021-05-03,2021-11-01,31.40%,No,5,11
RVNL,Yes,2021-07-19,2022-01-17,25.13%,No,7,1
RVNL,Yes,2022-06-01,2022-11-28,141.55%,No,6,11
RVNL,Yes,2022-06-06,2022-12-05,122.65%,No,6,12
RVNL,Yes,2022-07-01,2022-12-28,123.94%,No,7,12
RVNL,Yes,2022-08-01,2023-01-30,134.80%,No,8,1
RVNL,Yes,2022-08-05,2023-02-01,136.43%,No,8,2
RVNL,Yes,2022-09-01,2023-02-28,75.61%,No,9,2
RVNL,Yes,2022-09-02,2023-03-01,79.64%,No,9,3
RVNL,Yes,2022-10-03,2023-04-03,109.89%,No,10,4
RVNL,Yes,2022-10-31,2023-05-02,202.88%,No,10,5
RVNL,Yes,2022-11-01,2023-05-02,201.37%,No,11,5
RVNL,Yes,2022-12-01,2023-05-30,57.68%,No,12,5
RVNL,Yes,2022-12-05,2023-06-05,67.74%,No,12,6
RVNL,Yes,2023-02-01,2023-07-31,74.94%,No,2,7
RVNL,Yes,2023-02-02,2023-08-01,73.60%,No,2,8
RVNL,Yes,2023-03-01,2023-08-28,122.06%,No,3,8
RVNL,Yes,2023-03-06,2023-09-04,141.78%,No,3,9
RVNL,Yes,2023-05-02,2023-10-30,32.45%,No,5,10
RVNL,Yes,2023-11-01,2024-04-29,88.76%,No,11,4
RVNL,Yes,2024-04-01,2024-09-30,103.83%,No,4,9
SAIL,Yes,2016-02-10,2016-08-08,26.89%,No,2,8
SAIL,Yes,2016-03-01,2016-08-29,34.40%,No,3,8
SAIL,Yes,2016-05-20,2016-11-16,26.89%,No,5,11
SAIL,Yes,2016-06-13,2016-12-12,25.17%,No,6,12
SAIL,Yes,2016-07-21,2017-01-17,27.22%,No,7,1
SAIL,Yes,2016-08-01,2017-01-30,35.37%,No,8,1
SAIL,Yes,2016-08-05,2017-02-01,36.59%,No,8,2
SAIL,Yes,2016-09-01,2017-02-28,27.50%,No,9,2
SAIL,Yes,2016-09-02,2017-03-01,31.84%,No,9,3
SAIL,Yes,2016-10-03,2017-04-03,31.32%,No,10,4
SAIL,Yes,2016-11-18,2017-05-17,26.90%,No,11,5
SAIL,Yes,2017-05-02,2017-10-30,34.88%,No,5,10
SAIL,Yes,2017-06-01,2017-11-28,42.38%,No,6,11
SAIL,Yes,2021-01-01,2021-06-30,78.10%,No,1,6
SAIL,Yes,2021-01-04,2021-07-05,60.92%,No,1,7
SAIL,Yes,2021-03-05,2021-09-01,66.50%,No,3,9
SAIL,Yes,2021-04-01,2021-09-28,33.69%,No,4,9
SAIL,Yes,2021-04-05,2021-10-04,36.32%,No,4,10
SAIL,Yes,2023-11-01,2024-04-29,100.36%,No,11,4
SAIL,Yes,2023-12-01,2024-05-29,75.71%,No,12,5
SAIL,Yes,2023-12-04,2024-06-03,78.36%,No,12,6
SAIL,Yes,2024-02-01,2024-07-30,25.12%,No,2,7
SBICARD,Yes,2021-04-12,2021-10-11,26.55%,No,4,10
SBICARD,Yes,2022-03-04,2022-09-01,25.06%,No,3,9
SBICARD,Yes,2024-10-21,2025-04-21,26.90%,No,10,4
SBICARD,Yes,2024-11-01,2025-04-30,26.10%,No,11,4
SBICARD,Yes,2024-11-04,2025-05-05,31.75%,No,11,5
SBICARD,Yes,2024-12-02,2025-06-02,31.77%,No,12,6
SBICARD,Yes,2025-01-01,2025-06-30,41.04%,No,1,6
SBICARD,Yes,2025-01-02,2025-07-01,33.00%,No,1,7
SBILIFE,Yes,2019-01-03,2019-07-02,25.37%,No,1,7
SBILIFE,Yes,2019-02-01,2019-07-31,35.41%,No,2,7
SBILIFE,Yes,2019-02-04,2019-08-05,34.47%,No,2,8
SBILIFE,Yes,2019-03-01,2019-08-28,36.74%,No,3,8
SBILIFE,Yes,2019-03-05,2019-09-03,33.92%,No,3,9
SBILIFE,Yes,2019-04-01,2019-09-30,41.96%,No,4,9
SBILIFE,Yes,2019-04-04,2019-10-01,39.17%,No,4,10
SBILIFE,Yes,2019-05-02,2019-10-29,55.93%,No,5,10
SBILIFE,Yes,2019-05-06,2019-11-04,51.32%,No,5,11
SBILIFE,Yes,2019-06-03,2019-12-02,35.69%,No,6,12
SBILIFE,Yes,2019-07-01,2019-12-30,32.67%,No,7,12
SBILIFE,Yes,2021-07-20,2022-01-17,26.92%,No,7,1
SBILIFE,Yes,2024-11-28,2025-05-27,26.47%,No,11,5
SBILIFE,Yes,2024-12-02,2025-06-02,26.99%,No,12,6
SBILIFE,Yes,2025-01-01,2025-06-30,31.52%,No,1,6
SBIN,Yes,2016-01-15,2016-07-13,25.17%,No,1,7
SBIN,Yes,2016-02-01,2016-08-01,33.31%,No,2,8
SBIN,Yes,2016-03-01,2016-08-29,55.71%,No,3,8
SBIN,Yes,2016-03-08,2016-09-06,43.72%,No,3,9
SBIN,Yes,2016-04-01,2016-09-28,31.40%,No,4,9
SBIN,Yes,2016-04-04,2016-10-03,32.85%,No,4,10
SBIN,Yes,2016-05-02,2016-11-01,41.05%,No,5,11
SBIN,Yes,2016-06-01,2016-11-28,29.57%,No,6,11
SBIN,Yes,2016-06-06,2016-12-05,29.16%,No,6,12
SBIN,Yes,2018-10-26,2019-04-24,25.25%,No,10,4
SBIN,Yes,2018-11-26,2019-05-27,26.29%,No,11,5
SBIN,Yes,2018-12-04,2019-06-03,25.80%,No,12,6
SBIN,Yes,2021-01-01,2021-06-30,51.42%,No,1,6
SBIN,Yes,2021-08-10,2022-02-07,25.04%,No,8,2
SBIN,Yes,2022-07-01,2022-12-28,28.75%,No,7,12
SBIN,Yes,2022-07-04,2023-01-02,29.31%,No,7,1
SBIN,Yes,2023-09-01,2024-02-28,30.37%,No,9,2
SBIN,Yes,2023-09-04,2024-03-04,34.14%,No,9,3
SBIN,Yes,2023-11-01,2024-04-29,45.92%,No,11,4
SBIN,Yes,2023-12-01,2024-05-29,46.30%,No,12,5
SBIN,Yes,2024-02-01,2024-07-30,37.02%,No,2,7
SHREECEM,Yes,2015-12-08,2016-06-06,27.31%,No,12,6
SHREECEM,Yes,2016-01-01,2016-06-29,27.14%,No,1,6
SHREECEM,Yes,2016-01-04,2016-07-04,32.82%,No,1,7
SHREECEM,Yes,2016-02-01,2016-08-01,52.82%,No,2,8
SHREECEM,Yes,2016-03-01,2016-08-29,63.06%,No,3,8
SHREECEM,Yes,2016-03-08,2016-09-06,58.68%,No,3,9
SHREECEM,Yes,2016-04-01,2016-09-28,37.44%,No,4,9
SHREECEM,Yes,2016-04-04,2016-10-03,43.95%,No,4,10
SHREECEM,Yes,2016-05-02,2016-11-01,33.98%,No,5,11
SHREECEM,Yes,2016-11-11,2017-05-10,29.13%,No,11,5
SHREECEM,Yes,2018-10-11,2019-04-09,28.07%,No,10,4
SHREECEM,Yes,2018-11-01,2019-04-30,41.75%,No,11,4
SHREECEM,Yes,2019-02-01,2019-07-31,27.98%,No,2,7
SHREECEM,Yes,2022-06-09,2022-12-06,25.35%,No,6,12
SHREECEM,Yes,2022-07-01,2022-12-28,26.68%,No,7,12
SHREECEM,Yes,2022-08-22,2023-02-20,26.89%,No,8,2
SHREECEM,Yes,2022-09-02,2023-03-01,25.08%,No,9,3
SHRIRAMFIN,Yes,2015-11-30,2016-05-30,36.50%,No,11,5
SHRIRAMFIN,Yes,2015-12-01,2016-05-30,36.31%,No,12,5
SHRIRAMFIN,Yes,2015-12-04,2016-06-01,37.51%,No,12,6
SHRIRAMFIN,Yes,2016-01-01,2016-06-29,32.25%,No,1,6
SHRIRAMFIN,Yes,2016-01-04,2016-07-04,47.52%,No,1,7
SHRIRAMFIN,Yes,2016-02-01,2016-08-01,61.15%,No,2,8
SHRIRAMFIN,Yes,2016-03-01,2016-08-29,48.65%,No,3,8
SHRIRAMFIN,Yes,2016-03-08,2016-09-06,34.89%,No,3,9
SHRIRAMFIN,Yes,2016-04-01,2016-09-28,27.97%,No,4,9
SHRIRAMFIN,Yes,2016-04-04,2016-10-03,32.66%,No,4,10
SHRIRAMFIN,Yes,2017-05-08,2017-11-06,31.75%,No,5,11
SHRIRAMFIN,Yes,2017-06-01,2017-11-28,25.46%,No,6,11
SHRIRAMFIN,Yes,2017-06-05,2017-12-04,27.99%,No,6,12
SHRIRAMFIN,Yes,2017-07-03,2018-01-01,43.78%,No,7,1
SHRIRAMFIN,Yes,2017-08-01,2018-01-29,39.02%,No,8,1
SHRIRAMFIN,Yes,2017-08-07,2018-02-05,36.74%,No,8,2
SHRIRAMFIN,Yes,2017-09-01,2018-02-28,31.33%,No,9,2
SHRIRAMFIN,Yes,2017-09-04,2018-03-05,28.39%,No,9,3
SHRIRAMFIN,Yes,2017-10-03,2018-04-02,38.88%,No,10,4
SHRIRAMFIN,Yes,2017-11-01,2018-04-30,35.03%,No,11,4
SHRIRAMFIN,Yes,2023-02-01,2023-07-31,48.02%,No,2,7
SHRIRAMFIN,Yes,2023-05-02,2023-10-30,44.82%,No,5,10
SIEMENS,Yes,2016-01-15,2016-07-13,25.56%,No,1,7
SIEMENS,Yes,2016-02-01,2016-08-01,29.29%,No,2,8
SIEMENS,Yes,2016-03-01,2016-08-29,29.56%,No,3,8
SIEMENS,Yes,2016-03-08,2016-09-06,26.00%,No,3,9
SIEMENS,Yes,2016-11-09,2017-05-08,25.74%,No,11,5
SIEMENS,Yes,2016-12-02,2017-05-31,26.36%,No,12,5
SIEMENS,Yes,2016-12-05,2017-06-05,27.83%,No,12,6
SIEMENS,Yes,2018-10-09,2019-04-08,29.93%,No,10,4
SIEMENS,Yes,2018-11-01,2019-04-30,25.75%,No,11,4
SIEMENS,Yes,2018-12-31,2019-07-01,28.57%,No,12,7
SIEMENS,Yes,2019-04-01,2019-09-30,34.01%,No,4,9
SIEMENS,Yes,2019-04-04,2019-10-01,35.21%,No,4,10
SIEMENS,Yes,2019-05-02,2019-10-29,42.74%,No,5,10
SIEMENS,Yes,2019-05-06,2019-11-04,47.30%,No,5,11
SIEMENS,Yes,2021-01-01,2021-06-30,27.10%,No,1,6
SIEMENS,Yes,2021-06-17,2021-12-14,25.15%,No,6,12
SIEMENS,Yes,2023-02-01,2023-07-31,35.24%,No,2,7
SIEMENS,Yes,2023-09-14,2024-03-12,25.42%,No,9,3
SOLARINDS,Yes,2016-10-13,2017-04-11,27.48%,No,10,4
SOLARINDS,Yes,2016-11-21,2017-05-22,26.95%,No,11,5
SOLARINDS,Yes,2016-12-01,2017-05-30,25.21%,No,12,5
SOLARINDS,Yes,2016-12-05,2017-06-05,27.45%,No,12,6
SOLARINDS,Yes,2017-01-23,2017-07-24,28.41%,No,1,7
SOLARINDS,Yes,2017-02-01,2017-07-31,27.09%,No,2,7
SOLARINDS,Yes,2017-02-02,2017-08-01,26.10%,No,2,8
SOLARINDS,Yes,2017-03-01,2017-08-28,25.71%,No,3,8
SOLARINDS,Yes,2017-03-20,2017-09-18,28.09%,No,3,9
SOLARINDS,Yes,2017-05-02,2017-10-30,30.84%,No,5,10
SOLARINDS,Yes,2017-05-05,2017-11-01,32.66%,No,5,11
SOLARINDS,Yes,2017-06-01,2017-11-28,41.89%,No,6,11
SOLARINDS,Yes,2017-06-05,2017-12-04,38.22%,No,6,12
SOLARINDS,Yes,2017-07-03,2018-01-01,44.98%,No,7,1
SOLARINDS,Yes,2021-01-01,2021-06-30,45.00%,No,1,6
SOLARINDS,Yes,2021-04-01,2021-09-28,55.01%,No,4,9
SOLARINDS,Yes,2021-04-05,2021-10-04,94.54%,No,4,10
SOLARINDS,Yes,2021-07-01,2021-12-28,49.04%,No,7,12
SOLARINDS,Yes,2021-08-02,2022-01-31,34.71%,No,8,1
SOLARINDS,Yes,2021-08-05,2022-02-01,29.92%,No,8,2
SOLARINDS,Yes,2021-09-01,2022-02-28,32.17%,No,9,2
SOLARINDS,Yes,2021-09-02,2022-03-02,30.54%,No,9,3
SOLARINDS,Yes,2021-10-01,2022-03-30,27.27%,No,10,3
SOLARINDS,Yes,2023-11-01,2024-04-29,60.15%,No,11,4
SONACOMS,Yes,2021-06-24,2021-12-21,96.37%,No,6,12
SONACOMS,Yes,2021-07-01,2021-12-28,111.29%,No,7,12
SONACOMS,Yes,2021-07-05,2022-01-03,93.33%,No,7,1
SONACOMS,Yes,2021-08-02,2022-01-31,46.24%,No,8,1
SONACOMS,Yes,2021-08-05,2022-02-01,62.12%,No,8,2
SONACOMS,Yes,2021-09-01,2022-02-28,27.77%,No,9,2
SONACOMS,Yes,2021-09-02,2022-03-02,25.88%,No,9,3
SONACOMS,Yes,2022-12-23,2023-06-21,28.41%,No,12,6
SONACOMS,Yes,2023-01-04,2023-07-03,26.22%,No,1,7
SONACOMS,Yes,2023-02-01,2023-07-31,25.60%,No,2,7
SONACOMS,Yes,2023-02-02,2023-08-01,26.44%,No,2,8
SONACOMS,Yes,2023-03-01,2023-08-28,28.73%,No,3,8
SONACOMS,Yes,2023-03-06,2023-09-04,27.75%,No,3,9
SONACOMS,Yes,2023-04-03,2023-10-03,39.77%,No,4,10
SONACOMS,Yes,2023-10-20,2024-04-18,25.65%,No,10,4
SRF,Yes,2016-01-27,2016-07-25,25.72%,No,1,7
SRF,Yes,2016-02-01,2016-08-01,30.53%,No,2,8
SRF,Yes,2016-03-01,2016-08-29,52.29%,No,3,8
SRF,Yes,2016-03-08,2016-09-06,45.77%,No,3,9
SRF,Yes,2016-04-01,2016-09-28,40.88%,No,4,9
SRF,Yes,2016-04-04,2016-10-03,49.84%,No,4,10
SRF,Yes,2016-05-02,2016-11-01,33.95%,No,5,11
SRF,Yes,2016-06-03,2016-11-30,25.99%,No,6,11
SRF,Yes,2016-11-17,2017-05-16,26.35%,No,11,5
SRF,Yes,2017-06-27,2017-12-26,27.40%,No,6,12
SRF,Yes,2017-07-03,2018-01-01,25.00%,No,7,1
SRF,Yes,2017-08-14,2018-02-12,29.63%,No,8,2
SRF,Yes,2017-09-01,2018-02-28,25.30%,No,9,2
SRF,Yes,2017-09-04,2018-03-05,25.51%,No,9,3
SRF,Yes,2017-10-03,2018-04-02,27.16%,No,10,4
SRF,Yes,2017-11-01,2018-04-30,41.47%,No,11,4
SRF,Yes,2018-12-03,2019-06-03,33.68%,No,12,6
SRF,Yes,2018-12-31,2019-07-01,51.46%,No,12,7
SRF,Yes,2019-02-01,2019-07-31,37.77%,No,2,7
SRF,Yes,2021-01-01,2021-06-30,28.52%,No,1,6
SRF,Yes,2021-07-01,2021-12-28,62.79%,No,7,12
SRF,Yes,2021-08-02,2022-01-31,33.82%,No,8,1
SUNPHARMA,Yes,2017-08-14,2018-02-12,25.71%,No,8,2
