Symbol,Increased_25_pct,Start_Date,End_Date,Percentage_Change,Price_Start_Date,Price_End_Date,Target_Price_9m,Increase_9m_Pct,Target_Price_12m,Increase_12m_Pct,CAGR_Prev_3yr,CAGR_Prev_5yr,Market_Cap
BAJAJFINSV,Yes,01-01-2021,30-06-2021,36.51%,885.053833,1208.18689,1644.721622,36.13139124,1616.88555,33.82743715,27.70429062,39.18853583,3249491148800
BAJAJFINSV,Yes,01-07-2021,28-12-2021,36.29%,1178.992432,1606.860352,1640.65431,2.103104883,1642.743483,2.233120713,35.33522445,41.93022176,3249491148800
BAJAJHLDNG,Yes,01-07-2021,28-12-2021,44.84%,3330.235107,4823.530273,4656.789442,-3.456821492,4656.789442,-3.456821492,22.16464412,25.51703588,1233853349888
BAJAJHLDNG,Yes,02-08-2021,31-01-2022,31.64%,3714.078369,4889.093262,4656.789442,-4.751470406,4656.789442,-4.751470406,23.96577863,22.79545744,1233853349888
BAJAJHLDNG,Yes,05-08-2021,01-02-2022,34.59%,3677.840576,4949.82373,4656.789442,-5.920095425,4656.789442,-5.920095425,24.20344899,22.56127326,1233853349888
BANKBARODA,Yes,01-01-2021,30-06-2021,33.18%,57.18026352,76.15170288,70.68116077,-7.183742328,70.89779214,-6.899268879,-8.640441541,-10.88535285,1463059349504
BANKBARODA,Yes,12-04-2021,11-10-2021,32.38%,58.59868622,77.57013702,90.18597882,16.26378691,90.56945786,16.75815119,-2.342914326,-11.4574908,1463059349504
BANKBARODA,Yes,02-08-2021,31-01-2022,33.19%,71.58615112,95.34476471,90.34054702,-5.248550039,96.16199771,0.857134633,-1.474120458,-8.087887378,1463059349504
BANKBARODA,Yes,01-09-2021,28-02-2022,35.99%,69.45850372,94.45825195,92.73854241,-1.820602761,88.30360326,-6.515734271,1.799119198,-8.276101362,1463059349504
BANKBARODA,Yes,02-09-2021,02-03-2022,31.51%,69.50283813,91.39977264,92.77377319,1.503286616,88.23159932,-3.466281406,-1.566183671,-8.464440063,1463059349504
BANKBARODA,Yes,01-10-2021,30-03-2022,38.27%,73.09321594,101.0627975,88.58342495,-12.3481369,152.5549236,50.95062412,-4.307953521,-7.939694516,1463059349504
BANKBARODA,Yes,04-03-2022,01-09-2022,36.72%,89.13916016,121.8678131,167.4586636,37.41008334,168.3509996,38.14229965,14.07676202,-0.113341003,1463059349504
BANKBARODA,Yes,02-05-2022,31-10-2022,34.94%,99.95465851,134.8810425,167.7010107,24.33252856,165.0968774,22.40183967,16.1090499,-2.183028781,1463059349504
BANKBARODA,Yes,01-06-2022,28-11-2022,69.76%,90.29162598,153.2822266,166.5637193,8.66473107,169.1903375,10.37831408,17.56766702,0.075833928,1463059349504
BANKBARODA,Yes,06-06-2022,05-12-2022,73.57%,90.46893311,157.0263824,166.5637193,6.073716198,169.1903375,7.746440325,20.09942922,0.824819407,1463059349504
BANKBARODA,Yes,01-07-2022,28-12-2022,87.52%,88.53566742,166.0214996,169.1640827,1.892877182,168.4131961,1.440594427,21.56277521,2.846939862,1463059349504
BANKBARODA,Yes,01-02-2023,31-07-2023,34.69%,141.1822205,190.1554718,181.1402496,-4.740974363,181.8424403,-4.3717025,66.10862058,6.941856408,1463059349504
BANKBARODA,Yes,01-11-2023,29-04-2024,39.44%,183.8545685,256.3619385,234.5897511,-8.492753438,238.9001438,-6.811383453,62.93781816,18.59763709,1463059349504
BANKBARODA,Yes,01-12-2023,29-05-2024,30.49%,189.8263397,247.7099457,241.8813029,-2.353011224,238.7861954,-3.602499785,49.3658492,15.43044401,1463059349504
BANKINDIA,Yes,01-01-2021,30-06-2021,55.33%,44.08289337,68.47571564,48.97781345,-28.47418534,47.36397335,-30.83099183,-3.799693719,-5.108246232,634550812672
BANKINDIA,Yes,02-05-2022,31-10-2022,31.97%,41.92929077,55.33327484,68.96648532,24.63835823,68.80775177,24.35149008,-4.045037872,-19.91608206,634550812672
BANKINDIA,Yes,01-07-2022,28-12-2022,103.47%,39.33618164,80.03809357,68.23792718,-14.74318773,68.92936996,-13.87929561,8.240811166,-11.71283847,634550812672
BANKINDIA,Yes,01-08-2022,30-01-2023,59.41%,45.13909912,71.95622253,68.45641895,-4.863795597,71.50034046,-0.633554759,7.388039518,-12.72862148,634550812672
BANKINDIA,Yes,01-09-2022,28-02-2023,37.31%,47.38916016,65.06826019,69.36329704,6.600817104,68.3634802,5.064250978,13.18566626,-8.623865775,634550812672
BANKINDIA,Yes,31-10-2022,02-05-2023,40.58%,55.33327484,77.7880249,69.07059746,-11.20664454,69.49763177,-10.65767275,35.97434255,-2.705225202,634550812672
BANKINDIA,Yes,01-11-2023,29-04-2024,58.75%,92.51062012,146.8564606,114.5391193,-22.0060739,114.27453,-22.18624255,35.26850831,12.60001266,634550812672
BDL,Yes,01-02-2023,31-07-2023,36.24%,445.7006531,607.2320557,878.3754679,44.65235485,532.3617569,-12.32976719,49.98274561,29.30192168,496912105472
BDL,Yes,01-08-2023,29-01-2024,36.96%,605.6985474,829.5403442,847.8300336,2.204798052,847.8300336,2.204798052,74.51926433,48.48364243,496912105472
BDL,Yes,01-09-2023,28-02-2024,59.99%,565.6549683,905.013855,1122.085972,23.98550205,1207.140245,33.3836204,76.29710996,46.14106921,496912105472
BDL,Yes,01-11-2023,29-04-2024,101.30%,487.854187,982.0440063,1200.491384,22.24415369,1199.414681,22.13451463,81.54552635,50.16340617,496912105472
BEL,Yes,01-01-2021,30-06-2021,43.82%,38.78839111,55.78424072,66.14727067,18.57698485,65.77047119,17.9015262,21.18288766,11.70923165,2836194131968
BEL,Yes,01-04-2021,28-09-2021,67.84%,39.51905823,66.3276062,65.30455316,-1.542424183,66.38477608,0.086193189,41.83394261,15.12245361,2836194131968
BEL,Yes,31-01-2022,01-08-2022,37.55%,66.12265778,90.95068359,96.21071014,5.783383195,104.6967773,15.11378827,46.52435186,14.26568999,2836194131968
BEL,Yes,01-07-2022,28-12-2022,30.93%,73.54140472,96.29008484,94.19180832,-2.179120024,91.53896111,-4.934177525,47.99433905,13.1801831,2836194131968
BEL,Yes,01-02-2023,31-07-2023,45.56%,87.79531097,127.7942581,136.9808924,7.18861273,133.4034172,4.389210572,63.89305044,30.65240242,2836194131968
BEL,Yes,01-09-2023,28-02-2024,49.75%,135.4040527,202.769104,294.6888611,45.33223024,281.1746971,38.66742591,68.35150085,53.27177631,2836194131968
BEL,Yes,01-11-2023,29-04-2024,79.11%,130.0507507,232.9306488,283.1050789,21.54050157,282.7232932,21.37659627,78.88107655,55.27193302,2836194131968
BEL,Yes,01-12-2023,29-05-2024,99.60%,144.8337097,289.0853577,282.4797763,-2.284993411,294.3158713,1.809331912,85.35544753,54.48942023,2836194131968
BHARATFORG,Yes,01-01-2021,30-06-2021,41.59%,519.8908081,736.1174927,754.5083961,2.498365215,708.4423352,-3.759611441,8.324428472,15.66609693,678872481792
BHARATFORG,Yes,04-01-2021,05-07-2021,39.50%,533.9000244,744.8128662,754.9808303,1.365170302,708.4423352,-4.883177058,8.601778095,15.69409658,678872481792
BHARATFORG,Yes,12-04-2021,11-10-2021,37.00%,561.3389893,769.0250854,707.8772685,-7.951342308,708.1897799,-7.910704954,13.4317053,11.89301693,678872481792
BHARATFORG,Yes,01-07-2022,28-12-2022,36.71%,626.7559204,856.8270264,757.0300252,-11.64727513,760.6923466,-11.2198468,22.15068348,4.369216144,678872481792
BHARATFORG,Yes,01-02-2024,30-07-2024,42.70%,1213.608032,1731.785156,1068.167097,-38.31988376,1295.675075,-25.18268967,32.32784385,34.26871734,678872481792
BHARATFORG,Yes,01-04-2024,30-09-2024,32.55%,1136.214478,1506.107422,1314.803182,-12.70189876,1203.169599,-20.11395859,28.23339277,28.61727987,678872481792
BHARTIARTL,Yes,01-04-2021,28-09-2021,36.18%,499.6285095,680.3890991,672.3564072,-1.180602682,678.7103831,-0.246728824,32.16988349,19.79746677,12803449552896
BHARTIARTL,Yes,02-08-2021,31-01-2022,31.47%,542.1755981,712.7884521,674.495752,-5.372239138,676.8641506,-5.03996683,38.39118757,19.02172977,12803449552896
BHARTIARTL,Yes,01-09-2023,28-02-2024,30.35%,854.0115356,1113.188354,1407.137903,26.4060927,1590.91117,42.91482332,27.76967417,31.86980128,12803449552896
BHARTIARTL,Yes,04-09-2023,04-03-2024,31.00%,853.3704834,1117.872925,1423.979129,27.38291603,1604.113853,43.49697694,29.25521941,32.86108737,12803449552896
BHARTIARTL,Yes,03-10-2023,01-04-2024,31.56%,912.5432739,1200.566895,1434.81009,19.51104903,1608.800599,34.00341176,33.94084997,32.04076807,12803449552896
BHARTIARTL,Yes,01-11-2023,29-04-2024,45.87%,900.8566895,1314.080078,1581.42711,20.34480517,1598.412035,21.63733869,36.30849208,33.39625264,12803449552896
BHARTIARTL,Yes,01-12-2023,29-05-2024,35.71%,1000.710754,1358.114502,1590.764471,17.13036484,1610.765321,18.60305729,39.31145681,33.2032146,12803449552896
BHARTIARTL,Yes,01-03-2024,28-08-2024,38.66%,1113.139038,1543.446899,1572.42553,1.877526912,1585.83261,2.74617225,39.30381773,36.09727885,12803449552896
BHEL,Yes,01-01-2021,30-06-2021,69.38%,38.18823242,64.6831665,57.95335693,-10.40426735,49.95348096,-22.77205391,-1.347985754,-3.717614204,972714409984
BHEL,Yes,04-01-2021,05-07-2021,62.24%,40.11244583,65.07788086,57.95335693,-10.94768888,49.95348096,-23.24046158,0.73584628,-5.275809797,972714409984
BHEL,Yes,05-04-2021,04-10-2021,33.78%,48.35202789,64.6831665,49.88262499,-22.88159705,49.9564505,-22.76746301,-2.567078406,-5.251283106,972714409984
BHEL,Yes,03-05-2021,01-11-2021,34.11%,52.79251862,70.80118561,49.47139986,-30.12631153,50.01809147,-29.35416117,1.962128486,-4.011980703,972714409984
BHEL,Yes,02-05-2022,31-10-2022,42.22%,51.7070694,73.53692627,79.9368384,8.702991074,78.31785455,6.501398032,9.635555817,-4.227986714,972714409984
BHEL,Yes,01-06-2022,28-11-2022,58.45%,51.01632309,80.83600616,78.92606957,-2.362730032,81.06130209,0.278707393,14.72608387,-1.602109112,972714409984
BHEL,Yes,06-06-2022,05-12-2022,72.96%,50.32557678,87.04270172,77.55033004,-10.9054194,82.16218934,-5.607032279,21.85585012,0.724719858,972714409984
BHEL,Yes,01-07-2022,28-12-2022,70.19%,45.0463295,76.6651001,78.44789935,2.325437845,73.83554754,-3.690796142,21.65578493,-2.230537049,972714409984
BHEL,Yes,04-07-2022,02-01-2023,76.50%,45.09566498,79.59466553,78.42780126,-1.46600813,74.45268906,-6.460202365,21.11645994,-2.739333396,972714409984
BHEL,Yes,01-08-2022,30-01-2023,36.24%,53.97665024,73.53692627,77.95724718,6.011022128,75.11296713,2.143196536,19.15538063,-4.916511814,972714409984
BHEL,Yes,05-08-2022,01-02-2023,47.30%,50.96697998,75.0761795,78.02996733,3.934387507,75.37774128,0.401674374,21.18508114,-4.285064722,972714409984
BHEL,Yes,01-02-2023,31-07-2023,37.63%,75.0761795,103.329071,125.7438736,21.69263918,130.000086,25.81172429,42.81319398,8.245331372,972714409984
BHEL,Yes,01-09-2023,28-02-2024,65.04%,135.750473,224.0406189,292.3323805,30.48186617,293.8409015,31.15519092,68.332151,29.24951667,972714409984
BHEL,Yes,01-11-2023,29-04-2024,127.81%,121.1933212,276.0874329,295.0419646,6.865409117,293.8409015,6.430379107,80.97920788,32.08713313,972714409984
BHEL,Yes,01-12-2023,29-05-2024,72.49%,169.9996643,293.236969,295.1154572,0.64060417,231.6667134,-20.99675761,60.48104089,33.80163709,972714409984
BHEL,Yes,04-12-2023,03-06-2024,78.94%,173.5392609,310.5360718,293.9894772,-5.328396964,231.6667134,-25.397809,63.23688617,35.11657907,972714409984
BIOCON,Yes,01-02-2024,30-07-2024,33.34%,269.2164612,358.9700623,337.0832334,-6.097118153,336.8781502,-6.154249175,-2.090293646,9.146888025,513870725120
BLUESTARCO,Yes,01-09-2021,28-02-2022,38.62%,375.8285828,520.9847412,489.6522365,-6.014092584,494.97229,-4.992939162,21.32763504,15.01811368,373268807680
BLUESTARCO,Yes,02-09-2021,02-03-2022,32.57%,385.3952942,510.9068298,489.6522365,-4.160170126,494.6101414,-3.189757403,20.27279716,14.4544324,373268807680
BLUESTARCO,Yes,01-07-2022,28-12-2022,34.28%,436.2961426,585.8544922,727.82198,24.23255086,731.682971,24.89158669,15.29463462,9.007094783,373268807680
BLUESTARCO,Yes,01-06-2023,28-11-2023,39.42%,710.1564331,990.0700684,1693.964115,71.09537691,1701.203701,71.82659644,36.02436051,26.76450425,373268807680
